median_income,housing_median_age,total_rooms,total_bedrooms,population,households,ocean_proximity,median_house_value,high_value
3.625,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,NEAR OCEAN,1.25,0
1.6929,20.0,3.510355029585799,1.1523668639053255,1659.0,2.4541420118343193,NEAR OCEAN,1.15,0
1.6471,52.0,2.8333333333333335,0.927536231884058,520.0,3.7681159420289854,INLAND,0.95,0
2.59,52.0,4.38996138996139,1.162162162162162,866.0,3.3436293436293436,INLAND,0.964,0
2.57,52.0,4.202185792349726,1.1256830601092895,612.0,3.3442622950819674,INLAND,0.72,0
2.6429,,3.746031746031746,1.1587301587301588,415.0,3.2936507936507935,INLAND,0.713,0
3.0257,52.0,4.046948356807512,,994.0,4.666666666666667,<1H OCEAN,0.808,0
1.4886,50.0,4.0251572327044025,1.1111111111111112,1525.0,3.19706498951782,NEAR BAY,1.288,0
,43.0,3.2420091324200913,1.0776255707762556,1506.0,3.4383561643835616,NEAR BAY,1.125,0
1.4844,52.0,3.8666666666666667,1.011764705882353,1008.0,3.9529411764705884,INLAND,1.194,0
1.6009,44.0,3.1158455392809588,1.0985352862849533,2813.0,3.745672436750999,<1H OCEAN,1.181,0
2.0375,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,NEAR BAY,1.225,0
2.293,49.0,5.365296803652968,0.9908675799086758,859.0,3.922374429223744,NEAR BAY,1.063,0
2.1494,37.0,4.479923518164436,1.0975143403441683,1608.0,3.074569789674952,<1H OCEAN,1.325,0
1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,NEAR BAY,1.227,0
1.3281,40.0,5.054347826086956,1.0815217391304348,564.0,3.0652173913043477,NEAR BAY,1.133,0
3.5156,44.0,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,<1H OCEAN,1.095,0
3.9048,52.0,4.998540145985402,1.0072992700729928,2273.0,3.318248175182482,<1H OCEAN,1.647,0
3.0893,52.0,3.9076923076923076,,600.0,3.076923076923077,<1H OCEAN,1.25,0
2.6042,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,NEAR BAY,1.247,0
2.5,49.0,4.306603773584905,1.0613207547169812,1201.0,2.832547169811321,INLAND,1.367,0
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,NEAR BAY,1.417,0
2.8321,29.0,4.823529411764706,1.1058823529411765,939.0,2.761764705882353,NEAR OCEAN,1.5,0
2.9583,47.0,5.284246575342466,1.0513698630136987,859.0,2.941780821917808,INLAND,1.388,0
2.8365,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,<1H OCEAN,1.392,0
2.875,35.0,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,INLAND,1.438,0
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,2.3900862068965516,<1H OCEAN,1.565,0
,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,<1H OCEAN,1.51,0
4.9559,43.0,6.6923076923076925,1.0967032967032968,1115.0,2.4505494505494507,NEAR BAY,2.73,1
4.7721,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,NEAR OCEAN,2.171,1
3.4861,52.0,4.984419263456091,1.0070821529745042,1883.0,2.6671388101983005,NEAR OCEAN,1.871,1
5.1184,41.0,6.088235294117647,1.0411764705882354,804.0,2.364705882352941,NEAR BAY,2.396,1
4.0977,48.0,5.242063492063492,1.0436507936507937,506.0,2.007936507936508,INLAND,2.297,1
4.744,48.0,7.117647058823529,1.088235294117647,610.0,2.563025210084034,NEAR OCEAN,2.573,1
4.2727,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,INLAND,2.469,1
2.9844,50.0,5.260869565217392,1.059782608695652,462.0,2.510869565217391,<1H OCEAN,1.799,1
4.1739,40.0,4.51063829787234,1.0893617021276596,667.0,2.8382978723404255,INLAND,1.696,0
,46.0,5.1152882205513786,1.0150375939849625,1059.0,2.654135338345865,<1H OCEAN,2.033,1
4.0114,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,<1H OCEAN,2.634,1
4.6563,45.0,5.986784140969163,0.9933920704845814,1106.0,2.436123348017621,<1H OCEAN,2.318,1
2.9297,28.0,4.699551569506727,,1737.0,2.596412556053812,NEAR BAY,1.405,0
2.3036,35.0,4.62051282051282,1.176923076923077,1009.0,2.5871794871794873,INLAND,1.26,0
2.6667,49.0,4.2,0.9285714285714286,737.0,3.5095238095238095,NEAR OCEAN,1.22,0
2.619,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,NEAR BAY,1.347,0
2.4167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,<1H OCEAN,1.394,0
2.7788,45.0,4.210416666666666,1.1,1410.0,2.9375,NEAR BAY,1.154,0
2.7352,46.0,3.9349736379613356,0.8927943760984183,1390.0,2.4428822495606326,INLAND,1.373,0
1.8472,52.0,5.4907063197026025,1.1152416356877324,1065.0,3.95910780669145,INLAND,1.37,0
2.6583,52.0,4.310204081632653,0.9142857142857143,792.0,3.23265306122449,INLAND,1.426,0
3.0536,49.0,3.6653061224489796,0.9959183673469387,779.0,3.179591836734694,NEAR OCEAN,1.375,0
2.3906,44.0,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,NEAR BAY,1.117,0
1.7188,43.0,4.181818181818182,,1227.0,3.0147420147420148,INLAND,1.268,0
2.625,47.0,3.6556016597510372,1.0290456431535269,753.0,3.12448132780083,NEAR OCEAN,1.113,0
2.8015,40.0,3.6592592592592594,0.8444444444444444,547.0,4.051851851851852,INLAND,1.148,0
1.7276,50.0,4.036363636363636,1.075,1807.0,4.1068181818181815,INLAND,1.023,0
2.0801,,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,INLAND,1.319,0
2.489,51.0,4.1653944020356235,1.178117048346056,1543.0,3.926208651399491,NEAR OCEAN,1.191,0
1.7546,52.0,4.733333333333333,1.0466666666666666,1085.0,3.6166666666666667,NEAR OCEAN,0.806,0
4.0904,52.0,4.313868613138686,1.2627737226277371,353.0,2.576642335766423,INLAND,0.806,0
2.6765,52.0,5.0,1.0268456375838926,473.0,3.174496644295302,NEAR OCEAN,0.888,0
2.4338,49.0,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,NEAR BAY,1.024,0
2.3309,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,<1H OCEAN,0.987,0
2.2604,43.0,3.6714801444043323,1.184115523465704,836.0,3.0180505415162453,INLAND,1.0,0
1.8039,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,<1H OCEAN,0.923,0
2.2562,39.0,5.007448789571694,1.111731843575419,1888.0,3.515828677839851,<1H OCEAN,0.948,0
2.0562,41.0,4.536656891495602,1.217008797653959,1024.0,3.002932551319648,NEAR BAY,1.02,0
3.5398,52.0,5.4373522458628845,1.0472813238770686,1225.0,2.895981087470449,<1H OCEAN,1.584,0
3.1167,39.0,4.659574468085107,1.0611702127659575,1071.0,2.848404255319149,ISLAND,1.216,0
2.5401,50.0,4.939153439153439,1.066137566137566,1128.0,2.984126984126984,NEAR BAY,1.291,0
2.898,43.0,5.020661157024794,1.037190082644628,1537.0,3.175619834710744,<1H OCEAN,1.214,0
2.3125,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,INLAND,1.028,0
2.875,52.0,6.107142857142857,1.0714285714285714,469.0,2.7916666666666665,INLAND,1.6,0
3.3715,52.0,5.105882352941176,1.0070588235294118,1086.0,2.5552941176470587,<1H OCEAN,1.439,0
3.5114,52.0,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,INLAND,1.512,0
4.3125,52.0,6.645333333333333,1.1066666666666667,1109.0,2.957333333333333,NEAR OCEAN,1.644,0
