square_feet,num_bedrooms,lot_size,year_built,price
2605.2615007956756,0,6927.75823358982,1968,856401.9107718538
1385.2256723198266,2,3792.038748061541,1947,458841.52190147195
1680.7086586365515,3,3540.795060385181,1954,499095.15224448114
1345.3938120743928,4,3321.5649535547227,1986,493928.85926816217
1289.6191031594733,3,6773.774780194601,1927,540382.1583962454
2096.2537562389875,3,6360.432210900899,1944,729950.765819896
1731.6442650590532,3,5829.731000723821,1980,643595.0790527526
1746.2256320040747,6,5332.904416426112,1985,667853.6250660773
1538.0026957062057,1,6116.653825043445,1990,634381.2038197417
540.1634219011719,1,5050.77684108482,1979,352363.25912879634
1432.7516077991336,5,4921.385424744738,1986,580928.4819124672
1273.9548335834597,3,6764.666124646818,1970,633150.1291333218
2036.253668654901,1,6076.592158099265,1972,701542.5042454804
1936.2286641400724,2,2439.391202658211,1993,558929.1352022279
1393.8955150494241,3,5144.073722567489,1960,523388.652045107
1695.9020027012732,3,3907.5111034950346,1950,545152.0392733121
1834.3708277962564,2,4988.807962341907,1958,643145.9360895045
1592.2756515985184,6,3871.504802685223,2010,552597.480451419
982.378838790313,1,4785.9392800908845,1968,417834.8266531973
1442.6317792665504,4,3414.9585231345986,1990,520815.7245536508
1593.2271573847138,4,949.7148266847857,1966,388070.2650903222
1736.7962153175908,5,2875.39257254779,1961,529551.7891583339
2138.8384109492545,1,1931.7716585287553,1986,528276.5613819723
971.1445355220499,1,4973.005550524133,1996,470610.9803800746
1525.9729429036497,2,6455.25908727396,1994,658843.9982365865
1878.9609249618097,5,3538.087448569054,1993,639052.1986540108
935.1465726711909,5,6671.384224130284,1990,585686.9426067766
2281.706679416054,5,4297.171528572535,1963,710951.9655533415
2017.6246673618762,1,6780.396822249573,1943,707307.2352624044
2374.7883715934695,1,2194.789456400613,1955,559945.0226572747
1110.8476372988437,1,3920.480639381277,1983,422542.3956724402
1943.645418633371,3,6738.312128778546,1964,747533.7330131674
1756.5427100486465,3,6906.2500907521735,1994,732201.3569309326
1225.2298627022326,2,6830.780551120323,1977,609380.4972343909
498.0688177966233,1,4470.970317378778,1992,386670.29540117236
1894.5283436877594,5,6409.013079649446,1981,767778.8167886582
1176.2290971824204,2,4283.319695957555,1994,476891.333591005
1285.9424195170436,4,1886.836202680498,2010,445554.57248071255
1360.1199157520828,3,4442.074139336383,1995,530966.1826568047
2084.6477952228365,3,7133.349379178308,2007,789834.5372999256
1728.376609576892,3,5685.450692755408,1991,650786.1303348007
1795.907066870689,2,6345.72247193364,1972,651051.6985503027
1154.7294738418702,1,3432.468668827207,1961,386539.05852890824
1146.1652671906097,4,7533.822298373245,1988,654292.5359405752
1807.967803472132,2,2837.8733448002054,1991,568015.9741799423
1483.6526259529535,2,5768.130897878615,1938,569675.6175598047
2054.3517902914537,3,6181.309661384618,1996,761553.8305513443
1488.5659688505589,2,7593.989093122218,1960,694000.7600498924
1649.646290203246,5,6484.190744018614,2006,685916.0890614222
1638.688468979096,1,5119.865260532656,2007,625443.2479846233
1071.4212217918587,3,6251.334695530012,1958,550268.2830126117
1771.6800961899676,3,1661.1894377572567,1966,423823.7662102595
870.7475446623328,2,3580.8402905016546,1975,391066.60432168783
1684.3665736587598,0,5964.133454670772,1987,648849.9156151789
1544.7903406276243,2,6111.208932006897,1976,622212.7564478538
1888.0139569217376,1,2365.73616010683,1959,497545.23671181477
2114.490251244531,3,6069.63467269182,1967,788793.641039585
1372.5221032231511,3,6097.767670634728,1977,610030.1292775365
2581.62736165273,3,6290.96836228215,1973,858838.3021706603
2731.621056242643,3,5120.4604198820525,1976,819160.0142518263
1937.1945903563637,3,4047.558252910682,1985,607819.943327511
2048.5763558768476,1,693.3141602575115,1970,460987.69551913
400.5970216899591,2,2103.972199167512,1988,196196.33777819006
940.1912833554944,0,4022.301156427452,1982,392584.63923685934
475.029360711261,2,6429.219581273236,2003,449913.7022706117
1256.0442959271486,2,6355.851742678538,2023,641581.0428342845
2019.9523436980382,5,3661.854522680167,1967,630756.4369793549
940.1650526869281,4,4275.118117193736,1954,436539.7152822304
1101.5523722647617,2,56.71099974542176,1991,243945.6964631285
1854.151923600532,4,7377.826742949286,1987,781324.2231617032
742.5763876570677,4,3306.4125638631904,1971,325260.6314089269
1120.858965556205,3,5390.049968056253,1957,491788.42631253146
1161.2176738321725,1,1548.3865424188066,2003,350208.87174827186
1945.1237504182543,3,2816.132199209374,1983,577971.1323770266
3426.365745327361,4,6030.095372612096,1991,1019334.6112125244
1694.5795978339643,4,5744.210945213726,1978,681518.5852295924
1348.1369856116676,1,3683.767021849487,1953,463928.5053909068
2220.0586077247362,5,4820.528611425547,1966,729306.8501806987
2101.9422185844082,2,6231.542299542283,1977,786501.4749451571
1148.4117874370563,5,7298.546652571351,1979,628133.9061339073
1513.4429194972654,0,4558.071652340672,1984,509699.0724502583
1970.6552903837417,3,5381.2711825300485,1959,636620.2122251652
566.73169146347,2,3566.35535879439,1978,339584.9924621972
1552.1779687616065,1,8234.425149937248,1962,727244.1643762649
1642.7770374288284,3,4890.211998767427,1990,611954.314005928
1346.095764430558,1,5817.214615403535,1963,558679.2561826847
767.8125598950899,4,2548.4686739953177,1984,302476.1647328163
1207.6911346714003,1,825.9459627958622,1979,340750.5646664097
1631.74360766553,2,3994.0504588973135,1985,553635.6681174763
1979.6354130426034,1,7902.287215590083,2023,846229.3392801227
1382.9315215254096,4,4531.693250553328,2011,588686.2993107222
1873.9551280587668,3,1041.4003792484245,1958,444481.22920890886
1211.5481721687984,3,6900.847676372101,1962,603829.6987379474
1848.103182406709,4,4538.130939582644,2016,656717.6943515678
1811.4249661737495,2,4099.869057041513,1958,574707.8132295455
1825.695625652899,4,6908.003526986405,1973,781179.7914094008
741.6787252896045,1,5591.2489774941905,2009,493806.59485573
1623.2523892160025,4,2777.084086125936,1989,544368.4146822853
1768.3263762636432,4,2906.1780346361206,2003,551749.8634559109
2086.7369287426627,1,6325.7625373348255,1983,726843.4162101022
1940.8198784747253,5,8374.28327014513,1979,853362.4008002086
1052.4650788616977,1,2648.8107887502965,1991,365048.0534556283
1341.7957751525992,3,2815.374470654842,2004,485011.7089326809
1593.3045615781791,3,6215.793019433078,1971,616601.2706929934
2016.2326302755735,2,9244.312394025266,1949,885053.1521455904
2160.652016136506,2,3701.253923357148,2008,662032.9414235788
1715.0208235955347,3,5763.870904463107,2000,672660.0885433139
1173.6880103488045,0,6681.287097977448,1971,539559.8694634299
1573.3568432166614,1,4665.763839366291,2004,548862.4271743315
1791.0488517343078,1,7442.067391050706,1975,751776.5515786351
1737.3491164399763,4,7171.791131663156,1979,746525.7392149211
1605.6418461397363,2,3786.5994104694064,2004,528659.1217565965
1630.3368829119536,1,5988.060372565477,1968,597568.8197693923
1248.2621729419004,3,5199.302730175283,1948,500901.8771113416
2645.471286295371,0,1.1885702528534239,1952,534534.1162775047
2226.233767235373,3,4093.503181953973,1986,680730.0855175011
1946.2986691496546,4,1059.792364576329,1955,427186.49299638526
1175.1173865758665,1,6749.034148265046,1955,552560.3234467066
1285.2972294373735,3,5250.4490052958145,1982,546127.4247573119
970.3932390555242,4,3972.266165326613,1978,376754.2232186041
1906.7548180003193,3,6650.8326979760595,2006,768806.7011685106
1420.0307350182864,1,6715.3192464040385,1979,624153.4187196856
1087.2947350105223,4,2829.698946884404,2038,470868.021642593
1011.2223776007245,4,6001.834375248762,1981,580315.3161814898
1387.6172990536581,0,2266.242603169158,1956,389366.8905601447
1507.7895237907337,0,4653.85635143226,1958,506872.9485186631
2266.369456501289,3,6038.693028482345,1977,760078.0245495415
823.6648570782328,4,2941.256983635857,1949,372263.01666243665
1404.830660958196,0,2925.507691347087,1962,410425.8854392833
1014.1929807446743,2,2305.747420940607,2004,362404.55303422414
83.92220094471554,3,1961.3078490463154,1970,134367.3308990588
1474.3031382057568,4,7252.100501544336,1944,665427.3479337253
1659.8909670712685,3,3797.2647120975726,1948,516954.22078065353
1718.1618348370162,3,8455.086340201422,1980,784913.4438398696
2117.9058100034695,2,2766.9511201026817,1976,566991.5391810201
611.8768332667742,1,4809.071505821854,1978,370173.87654012756
1554.2798528882615,2,2712.5475853586763,1979,454614.85442291084
1359.1076955697463,1,4159.626365808285,1953,448545.94175082026
2040.0240328573243,4,8746.59555243509,1971,878463.1887470573
1764.8463771783654,3,5113.299849794214,1978,631534.7235769667
1350.4963247670662,0,5174.094136476342,1981,559883.831548884
1536.658983594202,1,6646.341167923829,1954,570629.4589471716
2000.5230462835707,4,5379.163233197487,1925,675892.9079550378
2274.510075747594,0,5203.712590523974,1955,715009.34852567
1199.8915614206026,2,5398.11939114694,1981,489416.4771933045
1059.0626743861412,1,4946.95748150188,1976,458306.6570707152
1713.5971809358425,5,6938.914401053474,1967,719236.3389199264
1468.2377126923225,2,3399.922871204707,2004,479493.4522043434
1045.3062726026305,0,6582.063894086094,2008,550608.1154730134
1910.172006306228,3,5506.330476075962,1979,664139.4081557271
1520.2958456019412,2,5097.720140651409,1965,598990.5850214311
1687.028284923786,1,1012.5287148570892,2004,440745.6605905609
1517.6317759858644,3,8929.450265832778,1966,791429.9703886949
1752.7350795833133,7,5952.7155387124385,2001,753616.2341331493
1450.830186602625,1,1614.086371609229,1960,338289.3204766418
565.0918302339179,2,5901.206825725078,1956,393588.302007442
1578.486480484217,3,6220.432339178446,1968,654506.404280324
1973.763231061429,3,7248.225439972027,1964,746721.3620330482
2454.708320235065,3,6852.3550950632825,1952,849819.3874036248
1397.7643895069393,5,5772.64663562312,2015,648378.7017193811
832.2592154500543,0,6113.106249067516,1989,473610.73939239467
1189.576200874442,2,3424.4324961835223,1976,439356.0643481343
793.1427515475099,1,5338.721648072156,1977,441449.8989428306
2084.794996213887,2,7094.635413242897,1975,779471.4465885407
1292.0165360263206,3,4806.7526599702205,1961,532927.5362710601
1722.1316557430198,4,6421.919936406983,1972,675901.0614169551
926.1543050921664,1,5648.114056443122,1981,490955.27597947465
1173.11683067559,5,3188.535398274762,1968,443912.16120822384
1469.6695930926896,0,8802.381371506015,1965,712862.058407559
2958.4872886110625,1,5319.712783994801,2005,899205.7573667949
2303.672788009996,4,4502.617747632906,1989,709843.1734559385
1254.1819071839764,1,5419.318830549251,1996,566282.8633483958
1345.4139382656804,2,4131.007545135369,1984,495935.1221810447
1598.6578537027979,2,5177.315181922875,1967,575142.8694263226
2015.2902928120286,4,6021.58417705519,1966,751117.451931903
1140.0778958026458,4,2042.9560192651452,1970,346076.50631293125
1509.424811472424,3,4802.823735431477,1994,557856.9231387875
1998.429386732904,5,7928.354477504875,1985,819971.0177513465
1736.2031389401886,3,3087.1272463639825,2009,572717.1891331497
1893.542301871226,1,3050.6366595453574,2003,538631.7063015874
1834.3274023789534,4,4648.872109001569,1981,675404.9695655565
1773.3667841006895,2,6681.240053009106,1975,662096.7713129189
1709.7662219535139,2,4758.103702784437,1962,615787.5568957254
1960.8250559622297,5,4621.759218445933,1977,674473.3214587949
1108.1232394377857,1,4422.902608248591,2014,484835.5160625789
5978.174528422827,2,8156.2361151243695,1997,1629548.329704605
2200.799296473215,0,5836.796441777367,1993,752982.4036705527
2184.3157787661744,4,6290.751899170295,1960,770648.0566632525
1249.1214782077318,3,3383.012794213625,1998,489040.9729925581
1431.3141058003016,2,6701.795924335945,1987,650637.1703500984
1470.2373219690999,1,3146.139056843834,1915,399360.4524652493
1869.8265758623356,4,4721.205598673531,1941,603753.3508618666
1558.663691654391,2,4958.196812071704,2005,603503.6664600421
1159.0078760011006,2,4505.645234958806,1959,462239.87232600164
1595.2498398895332,2,5663.9606611380295,1994,602044.6331816756
2164.5762650662155,4,6285.445519735088,1983,763223.8205578832
1927.777829510356,4,3586.214864025302,2012,651731.5909837906
1401.8250754575108,2,4481.915708358594,1978,525878.1092719907
1715.9612723369703,4,3717.0368095540953,1996,581364.4282180453
1862.883311949346,3,5218.789589209786,1989,672884.8205116665
1295.358780943448,3,3610.5737378218837,1969,465552.07718701725
2165.28745201952,4,3439.6017417650746,1956,610242.3838859705
566.367403704126,0,9629.317133347016,1993,592173.2429001298
1474.8976914791276,1,4400.646703986426,2032,580928.7785971005
1524.88684359048,2,6001.331442762419,1980,605476.4853039163
2128.5746084312864,3,4099.974284008373,1969,657878.6910009653
780.8610108413167,1,5226.540821075529,1998,411447.571137283
1339.3786169410441,4,8477.702703706662,2016,788343.9713200548
1336.1689267011159,0,3595.8938122452955,1972,448480.42560074874
1374.9767427005236,3,7784.930600128658,1985,704362.4732328152
1791.7721515059438,3,7083.449328117703,1977,759180.7163859842
5834.446193435155,4,27670.50265869259,1981,2624723.860510912
2066.885048433532,1,4610.183439294638,1991,685173.582951801
1332.9613845100298,1,7248.706719741005,1991,613210.1282624233
894.4919001187717,3,4867.840402705367,1966,412698.86082430865
1031.0874800424385,3,2244.661264085818,1990,345954.187658865
1696.6589196971859,2,9638.659079963389,1983,844786.5589418233
1098.4105246598276,2,6827.169252466499,2009,620393.7479646729
1525.443850928009,3,5329.521682473033,1983,590049.978046184
1198.0074066420898,2,5742.291746742618,1981,551451.4039550904
1123.2910648269083,1,5064.008298131534,1989,481750.96922489186
858.5038879057151,2,5153.643782120511,1999,456152.6106273296
1922.5789855921607,0,4442.233211698487,1979,577494.2357663921
1859.0928628539673,3,6430.762630882488,1988,712892.0391926998
2024.5046129184448,0,3954.553958961921,1965,560594.9284194584
1492.7738645608604,3,4052.3213058581678,1990,521653.37314553384
876.1084090175752,0,4494.863697213679,2012,453037.70259635575
1924.5510553715721,2,6391.075515131555,1974,699476.0090542535
1943.827712936918,5,6069.0112969611,1973,787863.7487321864
1304.1757162891045,2,5616.101079008205,1985,576506.5552258489
1771.2800217929823,2,4061.0512281300958,1970,571005.2882389987
1996.0211747682615,1,3663.8190927139026,1976,571228.0339857232
1048.974222821245,4,5752.819052195033,1962,533441.9947621805
2386.125798334872,2,4944.970189898728,2013,765960.9126371553
1702.1473774808487,1,5873.477103467019,2004,670543.5269624279
1395.389063127736,1,3875.663946843396,1946,500062.7007330929
1499.6457027116771,3,4373.8839389536915,1954,520702.13949552696
1835.670038225233,1,4679.73440886672,1984,638106.1946140961
1208.4612807155308,3,6720.9469767194905,1976,589676.0764765629
2183.4371337222624,2,1969.6178756028953,2012,586468.5507146581
607.0667540329445,3,6146.2556264824,1972,486142.1448434191
2244.931719301041,1,4553.595490730389,1947,641126.7772409724
2118.0465876052185,3,3528.940114820467,2001,687305.2944220057
1926.3868375611098,1,5135.711021054806,1989,675217.9572740718
1543.0719415231874,1,3344.8195587025607,1958,452606.0307218802
788.873145201163,1,3487.2985094313935,1967,341787.7092929127
1773.559557587605,4,5044.931785624093,1956,642409.5897912602
1924.8010485105124,1,3821.270486111577,1987,605459.9332520252
1101.9870715982556,3,4361.892128666764,2001,458087.5263551802
624.0855966241404,3,2691.2746635340313,1972,266838.10898503225
2362.348324880554,3,831.7741210028234,1974,533107.998315222
1427.740664642241,2,3649.643450051237,1964,470541.63684900914
3143.525062343387,0,27597.22501721482,1992,2032979.705280432
2377.6704212216023,4,9121.495849763975,1975,970162.8967511842
2260.50311357969,5,5933.341963932162,1961,753060.833738344
1991.345491972757,4,5512.059468627751,2013,754476.0288460583
1307.7222278850872,2,3279.1732694320954,2000,477714.8239542987
1430.8678494144076,5,5993.428306022465,1992,659040.7941426255
1306.1492200320079,3,3774.4226190312274,1985,506566.5894690554
1230.4386484255106,4,3784.249478648364,1969,480978.64670849836
1348.977250255068,4,6358.285550876391,1973,629893.3291794019
1295.9495804198896,3,3209.3073552739515,1960,428251.96961850254
1226.570529379804,2,3852.6759862395274,1979,423728.6865176174
1947.4621884722205,4,3563.185468861605,1974,610244.0755201761
1235.4736613268526,1,1874.9082862269147,1995,369993.9003199785
1286.55946502629,0,4683.984202842021,1959,475942.67989126645
1120.7523326499652,1,5065.593990823173,1975,456895.19455474557
1404.5481041363507,1,8608.696219573487,1994,713723.3009977792
1854.1782236496767,2,2957.534365738574,1984,563775.4200835221
801.4409074435043,4,2425.6728628315,1968,308780.7215531427
1714.1535486038242,4,2875.2129437062404,1976,536221.3708535294
8402.524671270592,0,27407.531794885683,1991,3062447.891521012
838.771021628215,3,2297.8512675839575,1989,322241.89049475576
2794.781821009307,3,7374.772103129502,1991,987460.6454778565
1036.6508455763446,1,4174.004355713132,1979,414709.4923365781
1510.6357883680307,5,7476.566142867272,1986,733877.8803557893
1338.9692418971622,1,3433.493415327526,1996,456223.01337170793
1699.5680571760354,4,3910.1618263821006,1979,565731.7782056658
1142.120005444624,5,4865.643419901289,1993,528522.7296146165
1501.6877532985804,4,271.4954780337557,1986,364354.99999407807
1963.1077011207963,4,7845.49627219988,1999,834321.3814008838
1648.492336616593,3,6043.883131233795,1985,692007.7463964787
1050.7660091044813,2,6073.019687140807,1980,515912.0401335465
1363.6382151261648,2,4508.513871828111,1926,460415.90373341134
1363.003459085348,2,8125.777537016395,1975,685094.9475024058
3230.526033801396,3,7527.413355309337,1990,1091415.4322128205
523.9561002387491,3,9266.066749312533,1976,598025.653043608
892.9056936061339,4,2987.965237000596,2003,411616.29136062926
1670.2946082002484,1,6102.952550479046,1987,626495.3417032626
895.2615322905973,3,4398.280505718348,1987,441307.33706142206
1611.8939758194492,4,3964.777401927657,1979,577410.2811727414
1702.0254284072691,3,4677.428576667981,2017,642922.1943003613
1466.9336926870888,2,4126.560527918809,2021,582024.3724346652
1420.735213486515,1,7393.143003328983,1979,652458.4238617447
1757.2194170293744,1,5240.5912634237975,1994,665660.3953807763
1200.303677277989,2,3320.556315638448,1937,429066.5137099052
1660.7966056696193,3,1971.0593816384662,2015,488455.51900705404
1857.000247046046,2,4553.0744293482985,1989,619143.7204486087
520.1649380601123,3,5417.727190009511,1953,406987.03665485204
1976.4372736014693,4,4725.102970744616,2012,735134.0461721389
1948.4196579327659,1,8224.441256510849,1974,794448.7938690302
1709.804986012059,4,4811.082571115994,1962,596111.3894162944
4271.295245429184,4,5267.0818095645645,1994,1165977.4473868548
1071.9580870455663,2,6660.671633088491,1981,541536.1888428524
1219.9094799015152,3,3342.0099781558556,1994,436709.3559584119
2247.469113726618,3,1537.5973931101494,1980,536290.8770657898
2187.4382095740925,1,4634.20711779032,1967,650842.0465022519
1333.0902551219951,3,6393.908809021472,2003,638619.7937277369
1731.0304466259481,2,4071.191475381225,1995,589449.9577449814
1316.7464898159742,1,6902.898554116173,1945,614504.2355252851
1325.3711478407856,6,4302.695731184282,1973,513241.9353125954
2086.3645096296823,2,4948.891858017109,1990,714403.9427963236
1696.7426927108747,3,6396.44662722718,1997,701891.0930190238
1076.519325840836,0,8189.010126449944,1960,603765.0972976157
1348.7651567559358,3,3773.1946729181204,1972,493909.15484042524
1046.218168979201,4,4522.103906267181,1968,440894.3886779533
1116.1012174479358,3,2991.718466495864,1979,409454.36173806136
1635.028679195711,2,1358.7933989029657,1941,379274.4499485516
1260.2535163003784,3,4113.911957743036,1985,502595.3264273904
1052.696348890248,2,7511.512251147042,1976,607898.2552135581
2079.6579031848883,2,2256.197714137287,2009,626847.4691420599
2187.8534066558095,3,4404.872993280016,1976,671059.5313101364
1496.739342385271,4,4597.016932104964,1991,569578.7759822661
436.38628982425234,2,6693.541550432988,1978,427491.52495800453
1673.251940865358,3,4064.5975973762174,1979,555770.7256586773
1871.063745535946,0,8279.929058742786,1981,776461.4594981981
1889.468251756057,5,5879.002461240453,1989,754624.1040353852
1292.3560430495993,6,5676.992814988828,1992,642730.9343191583
827.0101598766257,5,6742.594594914488,1982,543116.8358460601
1805.838144420434,4,3646.155999388083,2000,586828.3173914064
2438.397906279033,1,5826.869806447402,1964,782451.3827059048
2992.629501301705,2,5350.422837817024,1987,882002.5812655728
2206.110277707715,3,5048.438913345516,1978,734302.637563929
886.1960924315038,4,7378.940977849281,1991,601244.7277957908
742.127942501384,5,5405.846041702599,2010,468403.00828546216
832.3278206449494,3,5355.402001866508,1987,502185.7682489165
951.348736183578,1,5433.551127525258,1968,495864.857074889
2047.0957592354744,5,5111.449824577389,1946,668735.8692662767
1069.4560449132148,4,5819.525591918995,2008,565113.457379873
1381.722356390527,1,6864.38312852077,2002,657280.935518642
2113.4666119421536,2,6532.1605567693805,1977,772990.4860266403
2153.571377141214,3,5454.919869208259,1947,713631.1543421124
2414.8101008580434,4,6785.907740217539,1971,893461.4979578125
1797.5785127184568,6,5193.991929985436,1963,658676.3544930822
925.8683556236908,5,6622.793108983184,1996,566347.3816831283
1493.9555260769728,3,2097.6486198968823,1954,380087.15164994815
771.2242502675347,1,5164.879505869007,1973,400870.2245481189
1370.5475131479614,2,5566.575743092284,1991,582775.7503267305
1341.142451621883,3,4249.607239352126,2005,571600.0095623387
2042.9910580875162,4,3129.1225959108097,1969,583702.1154323203
1529.0113674041977,0,4914.35323737685,1996,571995.6943824601
2176.9361870827065,4,1573.730941818245,1977,550745.3265859985
1509.573888707876,3,5851.774412386071,1967,635271.3638298404
2137.437520639361,1,6794.1323937742645,1993,840732.7723340578
1741.93832559402,4,3937.571410784803,1957,551648.8601996377
1727.9520975853513,1,3786.9932235685205,1970,525151.2918451319
2178.1200142854113,4,6625.0516447883965,1978,825759.8026378836
2352.0527581277456,2,4895.191098845061,2004,772807.9363603283
51.87231090315527,2,6996.020219719305,2021,458109.619681317
1709.5095046830227,2,8345.144773675407,1965,775837.7033268942
1619.1844913673926,3,3145.293731618852,1999,522915.74303868
678.4055944229164,5,4793.490479701905,1976,433168.73948352475
1561.0049073226808,2,3848.7243475244522,2031,597811.270452417
1212.09087967766,0,3938.9977047789453,1974,449777.70479842654
1126.3941604260883,4,4957.265411303128,1931,474287.58327252
1837.4097460833018,3,4901.072580695134,1957,640869.0720432001
2493.637999615404,3,2263.369922334379,1998,683282.0078487132
834.383523221111,3,3428.021078984101,1943,358920.9384141778
757.5510157750482,4,6899.108270882647,1928,497439.8144509349
1241.9776358913132,2,6876.567611951996,1981,609881.5461695252
1616.0249686788181,0,4057.9233887633545,1951,500035.4369025979
2131.292051713591,6,1948.6873708598105,1968,595822.9582158758
1313.5834239541166,2,6444.762715655543,2014,622616.1071538557
2299.3235852523585,2,4482.407874665795,1991,722358.5769612195
1041.2485894928682,3,2754.9103875111723,2000,388128.461027585
584.6835515717715,5,3691.8486337451523,1990,362104.0384603082
648.7081978810799,3,5816.5055114289435,2000,496135.9523998091
2582.501172450542,4,5911.775544163215,1967,842910.9930586674
1858.7711278979812,3,4461.186331110885,2010,655742.2730982635
1856.499215086194,2,2555.7443822161094,1975,486889.9393084459
1305.7396124084953,3,1260.516600609159,1983,372098.82383270137
4273.743432649957,2,20341.944308818373,1978,1902755.5855937314
1794.27663488536,3,4141.511159402677,1948,607195.9794133151
3068.874266829997,3,728.6515720426087,2001,695051.8672690698
2248.0221557445916,2,1442.5595021914428,1993,559115.4128117693
423.55470352375846,6,2793.266787652253,1987,296361.95376157947
725.6908505681266,2,4646.451673768436,1970,419009.8193973166
1467.124869463506,5,8131.048058468681,1968,736071.4661683962
1523.2182740780745,4,5382.198136039807,1952,591333.992133012
1095.867139179537,3,5170.636285130048,1963,502863.17228674056
1744.5935650738318,4,5701.260198547118,1992,689713.9054052494
1734.387128037512,3,3795.575879276439,1960,537727.5472803137
1942.6157414944955,3,6251.016033662072,1968,722955.7498399689
2321.336476627982,3,2621.1762142653442,1961,627798.7410360591
