monthly_charges,total_charges,tenure_months,contract_type,num_services,customer_age,churned
105.05066029983904,2951.0267359164204,36,1,3,38,0
70.03195878690147,3005.790798671394,17,1,3,24,0
33.47324518104006,71.01369878491926,74,1,7,11,0
59.65961920259826,821.4923976590476,5,2,3,52,0
24.330456558159554,583.4249247601797,9,0,1,82,1
154.06797716691443,355.68112514068014,1,0,7,65,1
113.87728399033838,335.4794942466799,10,1,4,42,0
17.078647349378315,1589.9305698453513,11,1,1,0,1
15.775977084126481,2753.2488669653644,19,0,2,23,0
200.6804257188744,6208.529460125082,62,1,7,56,1
108.9306685610815,3999.568531254053,35,0,5,37,1
188.8005129601365,1701.653782983927,18,2,3,16,1
151.41366084688872,4969.9562741158425,127,1,4,70,1
93.75285498608184,1354.3330697660792,12,0,2,28,0
47.44346096429405,1079.3933775665134,16,1,3,9,0
105.77251271119674,2422.033874677903,28,0,2,29,0
35.77185090254453,1991.414268726687,8,0,2,44,1
82.54890548915247,1192.6281261247636,72,1,5,28,0
175.66787074546045,3441.973433587733,4,2,3,52,1
111.96162548707179,929.9840245142814,19,0,1,8,0
84.89917712671189,308.30582112988435,22,0,3,58,0
115.1068291562252,3583.5493739040894,34,0,3,30,0
49.48269818591289,5692.2210254115325,52,2,8,93,0
53.64472973678983,1950.1537587411794,23,2,1,14,0
6.589756154093685,1895.294156847724,10,1,5,66,0
1.8576837975321254,3046.5587176314875,87,2,8,31,1
39.773484468708716,1629.9296271310086,52,1,8,12,0
116.15577565861277,1698.927918211529,32,1,5,17,1
173.14939737624354,2900.139192495876,38,2,0,4,1
156.12844076884616,2957.272893906478,32,1,1,6,0
101.33878744016243,77.04365536783644,18,2,5,61,0
6.098728171023012,345.28702281216783,76,1,6,18,0
93.43961007741217,3113.745224134542,21,2,4,34,0
146.76327431900927,317.51601454553577,2,2,0,14,0
186.02888319598864,4278.385655939232,18,1,2,25,1
77.84787947832386,1779.8395296249992,57,0,4,9,0
139.123921534101,2774.182252109769,28,1,5,51,1
111.08125993720135,3186.998199438732,35,2,1,27,0
158.7375934821352,1511.8800742188569,20,0,0,15,0
16.638100360928675,2414.141504788925,35,1,1,11,0
67.77229157547896,6846.215124195129,56,1,9,77,0
92.06968445690883,3875.067800406513,38,1,4,39,0
62.59452151385018,2312.501763772561,50,0,8,28,0
58.076646736331014,3126.9391704463465,37,2,1,12,1
9.136201094067609,1644.890465008887,102,1,10,52,1
213.91851476075834,1763.290541229222,127,1,6,50,0
104.03831659178408,1446.1276995226347,2,1,0,20,0
2.101896590994066,1349.813358176984,46,1,0,85,1
89.05734465061605,1609.668653007222,11,1,6,60,0
55.26217822705493,7346.157018205686,62,2,7,70,0
50.771755619189705,2684.7988484724956,22,2,3,53,0
55.28922604983322,1451.6302427526502,56,1,3,14,0
142.3708358928493,3899.0062396829708,48,0,2,24,0
131.6545129528905,5504.355091300284,6,2,0,35,1
139.59675463738068,1351.2800702353352,20,0,3,16,0
168.8875256125558,1369.8546230332722,30,2,1,25,0
41.89152313157316,330.6746475123301,44,1,5,6,0
28.691066618061058,1346.0421065201426,0,2,4,71,1
59.42193462198541,2096.3842395884435,43,1,1,17,0
112.13750535617012,824.8510151912621,30,2,4,46,0
30.9834774638676,1085.2020508068326,39,1,6,13,1
17.40447121547073,285.9969361243906,73,1,2,43,0
284.27208931889083,5438.775590719423,64,1,5,37,1
90.75289190329087,1983.3940356431508,2,1,3,54,0
183.45423854213672,3818.5517249997984,32,0,3,13,1
68.26657427452561,1852.824273567369,56,1,5,0,0
81.55671849944054,2270.862612394275,23,0,6,65,0
184.2552863776719,4944.266777892975,26,0,7,24,1
78.6790327772143,2736.70951793118,25,1,6,20,0
163.09727444564348,243.73935798856917,20,0,2,19,0
157.64440080532012,1465.8051950729748,25,2,1,1,0
102.48475376221069,289.45972799080846,7,1,5,42,0
102.1128055471105,516.2666798712246,29,0,1,13,1
94.66637459540372,46.14642399821594,19,1,1,41,0
120.54950372938326,2646.4792239676076,13,1,3,57,0
48.647624897102624,3450.4405984881323,44,1,8,100,0
66.03253272362764,1488.3177262492272,11,0,2,20,0
42.50386642496212,257.8920515923786,38,2,1,22,0
43.2693884684773,1270.2473184633757,13,2,2,56,0
121.78591163624426,1504.066191221975,22,0,6,57,0
4.694531247406509,1163.675543992154,39,1,4,2,0
41.37764793031169,1260.1458619603893,16,0,5,17,0
101.27027914555498,2577.00656195762,30,0,3,31,0
74.89348512098219,1347.4124256946193,36,0,8,9,1
26.148829292367125,1148.554145901725,15,1,5,77,1
122.71423422767857,654.2125445334648,10,0,1,29,0
12.541373396741903,1074.6352772304042,28,1,2,8,0
43.93445274968044,2632.8133282886743,49,0,2,26,1
180.93750542104502,1602.0162006887217,9,2,2,11,1
7.629939492085491,1518.3067557678264,27,0,4,4,0
60.63795743182996,1379.803757133151,65,0,6,9,0
136.5667022017957,2734.7048124677967,32,2,3,28,0
141.12266056101257,1681.1966350612784,30,1,4,31,0
28.99866607703492,3682.755927442051,16,1,9,69,0
94.36236889765013,5031.895997910832,90,0,2,52,1
79.43571612670917,5396.5613823859985,65,2,0,24,1
18.703610106124113,79.6266317341441,65,1,3,33,0
88.67778904412842,2060.085358701925,44,0,3,44,0
107.23290297010068,1092.427369829956,14,2,3,34,0
96.78529420430898,3754.444928388548,13,1,1,66,1
68.16855472191733,282.710565257541,16,1,5,72,0
119.40188237332062,1617.9599633382545,52,2,0,32,0
89.45416283044874,41.68284478145989,14,2,4,58,0
157.12326777943852,2535.8237177390743,75,2,5,13,0
59.977730135652465,1659.6980269543149,7,2,4,88,0
93.30081696378238,1600.809533280171,11,0,1,51,0
23.468774696252414,1218.5319463191483,6,2,2,30,0
34.679306601345566,386.56777072783393,55,1,3,12,0
90.34408290995108,538.9598546705131,7,1,7,44,0
88.5128635150059,1006.4758468697869,4,0,4,20,0
82.64624754121783,2246.1069669164817,43,1,5,2,0
81.43372836682246,2199.3398485113835,48,1,3,6,1
151.78758807830224,1303.947529717647,24,2,8,38,1
177.2797777246534,2633.856263782652,36,1,2,11,0
25.26473770606873,1451.190478351687,31,0,2,7,1
103.04000312511249,395.068616109643,30,2,0,34,0
154.21844326588183,2929.3249033886177,41,2,0,0,1
8.477032094450834,3972.260521830854,42,0,3,34,1
147.9060052479079,2108.3505268774916,54,2,10,9,1
191.25715880662474,5565.557127659831,87,2,1,56,1
50.20407572129356,990.938724219344,16,0,6,63,0
116.85888152919989,1799.0025785937023,39,2,2,47,0
111.36829970983916,4302.123150084017,59,0,1,35,0
91.17223782102079,7303.037739294264,68,0,3,39,0
13.130668921047658,2952.2169993264615,86,1,8,27,1
57.51408562519669,840.3418336987079,3,1,7,68,0
141.76475915978497,4666.286089313882,47,2,2,13,0
132.94638782502926,1091.6535466691353,39,2,0,23,1
107.73553545494015,2990.9658565323152,46,0,2,29,0
72.84085248376003,1202.4406428441102,2,2,0,9,0
71.56340004202401,2338.6109111125497,16,0,3,37,1
123.29877775802971,1499.1310590290773,8,0,1,24,1
103.92405360870913,2622.477777327071,43,2,4,45,0
83.85878590083423,1131.411432477666,7,0,5,26,0
23.26794626556834,3139.2433923319622,46,1,4,12,1
95.243531095697,707.6438193349404,10,2,2,37,0
56.940263233874234,900.4025616749943,17,1,5,62,0
147.82600866502253,492.6790917608437,20,2,2,3,0
69.99367019821251,543.136853409382,3,0,5,51,0
18.26247236570771,2023.6801473937012,12,2,3,10,0
78.06891975201503,833.5043040657997,11,1,3,12,0
87.68124296236778,1177.324507251506,88,0,5,25,0
27.915039588039377,2942.103639222582,1,2,2,33,0
111.56639993763497,2015.1344919449866,46,2,6,70,0
135.0592229836924,283.06271451993985,27,2,0,36,0
119.3790593395885,2911.9905718350037,30,1,4,24,1
139.55450833781535,838.0952418819115,26,1,1,24,0
29.883269340322244,1500.6227089390084,47,2,4,0,0
110.1262394908122,3474.523489850586,4,0,2,51,1
174.34274906681355,755.4609942482591,14,0,2,14,0
18.39523666657938,1545.603667179514,33,1,1,6,0
49.98126941413294,1329.217778301089,55,0,6,9,0
46.23732006050333,2262.0480645837874,19,1,5,57,0
23.826780015827126,2150.8400546768785,0,2,5,13,0
76.36424214925763,2158.6200318640867,18,1,3,33,0
14.112928104820064,1091.1810667994869,46,1,5,9,0
74.60547216589919,1486.8239256570994,11,2,4,58,0
117.136958202239,450.92590729176686,26,0,5,8,1
229.83966557531005,5656.692352924041,35,1,1,6,1
27.4508329839492,948.0425392743989,11,1,2,57,0
103.97695848506226,2852.8236990186983,34,2,5,51,0
60.42385617701545,2400.1643454217237,36,0,3,47,0
19.039833308976217,1762.593638478966,38,1,5,92,0
25.921852139369122,2426.032068070417,13,2,8,36,0
133.58552134084903,3513.5565245484345,1,1,0,44,0
78.07337458407486,153.60659904988762,12,2,4,30,1
96.66050719096536,891.2441293568198,13,0,3,48,0
153.15123723865287,729.3739367032247,36,0,1,22,0
82.33925076324621,684.9387485433756,6,0,8,67,0
138.69950657078675,406.6157299198834,16,0,2,38,0
151.47145680672276,157.8236528824675,13,1,3,24,0
178.64757406323602,743.4808102292784,24,1,2,0,0
105.66409347031102,1373.125696569995,6,0,3,55,0
96.50734092733421,1872.4346035894882,0,0,2,10,1
113.96826830711173,1289.2881568136718,36,0,3,6,1
100.31789164481594,2148.767964406459,46,1,6,4,0
94.62662307654493,185.81503426664403,17,0,5,65,0
90.6333877143374,1181.945397087758,34,0,3,72,0
136.52919886508363,694.4312377417225,13,0,1,4,0
147.9182976916486,852.8572840258012,33,2,3,31,0
143.41889576933897,6667.766845238322,43,0,0,7,1
95.50096478559726,3987.9740966394465,38,2,6,58,0
127.63889212949489,546.5564153609107,3,2,6,33,0
200.94402393335878,1913.4922252587185,90,0,1,73,0
77.66427706352653,1305.750990255504,73,2,5,19,0
108.21799077484982,273.0390178825146,1,0,4,48,0
160.2801092493269,895.8196335486296,43,1,0,25,0
134.57602341066143,4311.416529010505,14,1,4,52,1
139.1207302862457,1329.6902306391328,99,1,9,32,1
87.94072326606444,3790.8814443810516,36,1,7,70,0
82.80234278313583,2022.0870214112992,52,2,5,3,0
62.37221499450499,805.5009809163423,19,0,8,78,1
76.68292430311293,1967.6610682047994,22,0,5,62,0
206.18256971778573,2238.7148231742967,34,0,8,37,1
114.38250556382916,1469.1091106287452,122,1,12,35,1
88.84301384909699,1731.6555643713355,58,1,6,12,0
25.425487125294595,2050.722016158122,4,0,6,35,0
98.55205625100199,2554.963557968667,58,1,4,65,0
151.59929586888728,2586.701539867172,30,0,1,7,0
100.73835741770446,1769.7133523448479,13,0,5,49,1
163.89764388120733,4348.717402326598,10,0,0,43,1
112.00840027891503,5831.499790875717,13,0,12,17,1
105.91110009814746,971.73924848664,1,0,6,37,0
5.2679931552499255,1350.0284963952934,37,0,4,3,0
9.80723874738866,2005.185164812338,1,0,2,16,0
16.73588644599144,328.71399973657265,34,1,2,85,1
79.73926213403342,2958.719299118633,43,0,7,87,0
88.72971692246898,2117.60545952063,53,0,4,3,0
3.270897376824088,2250.905360353512,59,1,1,62,1
150.0228846901423,40.93374227284039,16,1,0,18,0
137.07100062258772,653.346015668765,31,1,5,18,1
45.23969317885491,2389.9875002496256,23,0,5,21,0
222.66884532217196,4398.707545430427,27,2,4,13,1
1.2426645482966379,4075.153513029477,28,2,10,124,0
52.42220223539989,434.82470468094635,13,1,2,57,1
106.41557138874519,2941.80301971392,36,2,3,40,0
149.10916040693428,2416.7669596237197,58,1,3,25,0
11.690191502043817,1625.2575330396512,13,0,5,15,0
66.5278428723551,4199.318708253362,23,2,2,5,1
95.7069354592005,1731.7649986173592,22,0,3,37,0
56.22863688375325,1724.3781506322493,49,2,3,7,0
26.751843452754784,1148.9691684072077,57,0,7,0,0
81.07957724638636,1210.9263341200258,31,2,6,74,0
102.86599937324199,3825.6470085231194,48,0,2,35,0
59.818208115579296,2531.604353045739,20,0,2,8,0
126.9387540358764,3905.937606201205,50,2,4,43,0
35.6785883316346,1924.2807356878711,17,0,5,6,0
145.1536464387194,1136.355880501359,21,0,4,30,0
182.17646105275202,1870.0864023547238,15,0,4,11,1
73.14677669191462,2225.3948024182278,34,2,1,8,0
44.795841769705376,738.9440221335094,91,2,5,18,0
80.95306788781392,2272.1963505403724,58,0,1,38,0
80.60948750070786,3297.5596693497796,78,0,6,14,1
149.25893967506036,4107.977345317609,18,2,0,4,1
67.95791774327606,1395.1695353989105,0,2,5,31,0
135.78912994074318,1805.065729937602,43,0,0,10,0
14.601668417842632,1801.7943290442577,26,0,1,3,0
142.76123600371312,1286.15365559687,16,0,1,34,0
24.659148217197192,2705.4268021476278,14,1,6,74,0
94.80912329611101,965.0804477390097,13,2,0,7,0
59.14621190255423,2932.9715610385615,66,1,2,53,0
177.01718840830472,2700.794392303432,18,2,3,9,1
124.60858448330382,1983.8562284898708,36,2,5,57,0
202.7900722478941,5402.326774019566,69,2,5,6,1
4.873241307727426,2017.5318466261915,5,2,0,5,0
107.09918510871661,3887.991595204613,29,2,4,48,0
175.8138459000781,1022.9306253571599,9,2,2,3,0
57.86277949939592,1831.007248374256,36,2,0,56,0
146.31578670340926,3054.679913794141,38,1,0,1,0
65.32058044873816,975.7188390366637,5,0,7,82,0
110.49468533577027,43.55918114655344,14,0,7,77,0
71.07293757747135,1653.8194192665064,57,1,8,1,0
120.1425626942669,5473.53564849914,119,1,2,80,1
152.33482977884387,906.8572971600806,6,1,2,18,0
51.89394059414858,899.1918577048084,37,1,7,50,1
143.03585672802268,2946.3729068608745,40,2,1,13,0
94.24715685064297,1852.0515552775,67,0,7,2,0
10.498826278758685,1674.6150525643716,30,2,5,12,0
139.741971690026,2186.328526456485,2,0,2,28,1
79.73113846497183,531.1708105432631,18,0,4,62,0
124.6756721692633,514.2938971757993,30,1,5,73,0
30.66870777609747,2621.7834444146256,22,2,8,2,1
64.41020557628909,1991.4854531486126,46,1,4,6,1
70.24128340367086,1468.2158868199476,1,2,5,33,0
146.62505792582726,722.5245015489028,39,0,5,2,0
80.80789412069304,2385.48604310211,21,1,0,8,1
91.29331337699809,699.0254394931287,5,1,3,37,0
82.49343020128094,2528.5031212117224,31,0,3,49,0
133.85997917878495,2003.634580305184,23,0,2,23,0
161.13513637219017,293.46802265671965,4,0,5,33,0
106.00322613473948,3098.4092615953004,37,1,3,40,0
98.81500410175576,796.5177977728802,12,2,0,7,0
131.02781317836232,1904.2742771931548,111,1,7,64,1
146.19565646828377,2831.424798167646,43,2,4,11,0
91.77122922397265,2501.5261918417855,35,1,2,3,0
184.6341662596185,2825.415467736685,76,1,3,20,0
56.21339217900534,3324.912680282913,18,0,4,33,0
202.98071008180264,4527.669558411399,25,2,4,17,1
52.459877122728535,432.85426269535265,25,1,1,22,1
66.42921690481231,1156.4124334573326,0,1,1,29,0
97.97237796452002,1915.6068671687228,12,0,4,50,1
59.26868922763626,2125.7529378894455,29,0,2,3,0
143.2457830363483,1447.455115196397,7,2,3,30,0
135.0581634535705,975.0425873639413,4,1,3,37,0
22.752627309570713,1737.2705672565112,37,2,5,12,0
90.61716365786423,5733.524596664997,47,1,5,45,0
89.36885792907199,2598.0718496755508,61,2,0,50,0
109.89965529291867,385.7805302368169,10,0,4,50,0
77.92005376239784,1051.9214628255172,7,1,2,37,0
118.58505341846961,1823.799233161552,2,2,1,25,0
32.8814277366744,1301.9607510339852,40,0,3,14,0
39.408971500329244,496.55631230718654,38,0,4,9,0
123.03462537819058,1669.0698445198245,41,2,0,38,0
189.84133911795107,2897.5665997085125,49,1,13,18,1
79.28171052874285,2895.4744166165724,11,1,2,8,0
102.79004951259962,1898.970050684144,42,0,1,41,0
134.0810812386369,2951.9181054534843,20,1,0,15,1
62.963308475086194,6516.434999216608,54,1,8,70,0
77.46262567343976,594.3038472661722,8,1,4,47,0
50.477548830314376,1813.9445833710465,80,0,7,34,1
7.580939647693519,677.39807538595,54,2,5,16,0
38.427819526191456,1248.4490415593796,1,1,6,91,0
126.51142466065097,2058.3962829423754,38,0,4,56,0
16.78368100041206,593.6103917300323,111,0,2,58,0
91.20882008881462,1557.0954660110733,94,2,11,2,1
94.79959037592079,1072.9690452543261,30,1,0,24,0
27.956311448665126,2605.634119126102,38,1,2,33,0
15.029641456825217,1631.03745171233,38,2,1,1,0
125.95887692472296,2823.6918679228856,25,2,5,53,1
57.59850581371789,1509.337767268994,6,0,6,29,0
97.18858054216884,4177.272761545595,47,0,9,79,0
86.13691398214672,1045.8689325938874,2,2,4,24,0
17.19541479280778,678.3293517136485,74,1,5,12,0
198.21921125811897,760.3317243193644,45,0,2,47,0
130.75396045934008,1126.7448772481193,0,0,1,26,0
161.25604858974802,76.06010497164004,24,1,5,48,0
114.98081254712339,2075.095861681376,30,0,3,29,0
58.992433302408635,3993.515803617098,26,1,2,24,1
121.29849816143357,3431.450569199943,29,1,4,17,0
52.01858221374878,609.9868461229878,13,1,6,73,0
202.2287260812961,322.7450913892285,22,2,0,10,0
22.09537071857882,443.5831946760695,64,2,0,44,0
85.6469880572821,2000.2265902862123,60,2,7,3,0
51.1028828530504,1982.0435141555167,35,1,7,11,0
66.39391617575109,667.2044182792324,5,1,3,38,0
117.45251717511758,3431.0123243432586,42,2,3,43,0
145.3595824771644,724.855709774322,16,0,9,57,1
115.82229855690468,1516.8953522811432,45,1,1,22,0
54.858457100768845,3328.1154590040146,34,0,5,56,0
1.5635124667844593,2697.084966033988,29,0,0,23,0
69.26731014780084,877.8741173700614,4,1,1,17,0
55.3457119580698,1401.530229440819,6,1,7,32,0
55.773769522575506,2385.8723850339325,20,0,3,8,0
9.169995287161484,1883.1507331716712,28,0,8,37,0
134.45934765885283,3447.141809743659,26,2,6,21,0
122.56909248331236,1396.927967594706,30,2,0,16,0
136.9353409302915,871.2095874777374,32,1,1,22,0
40.89894534168766,1345.4742223500873,7,2,1,7,0
209.2422592202055,1616.307078344759,78,2,9,10,1
20.41307687412433,1533.4045021735508,40,2,2,2,0
66.11029069296538,277.3620364605582,22,2,4,76,0
44.46192251257312,180.1261165175465,3,0,4,62,0
27.025951032222267,746.0671025190813,66,1,3,24,0
32.408381827733756,503.7030159414679,49,2,4,7,0
69.95657635453466,627.7807097531156,33,0,3,9,0
198.47053356149456,1273.452069297584,18,0,0,34,1
44.724710436181596,85.73876031187308,28,0,2,94,1
213.88526905847246,1791.022232423325,140,2,10,57,1
8.228538166344599,1656.112056397224,16,2,4,14,0
85.71699133347374,55.27585802287979,13,1,4,53,0
61.36990670679812,1829.0696022948505,16,2,3,49,0
60.64029799770749,1434.29062590846,12,2,3,17,0
139.56288816606138,5517.788290113168,58,0,2,28,0
30.23479462128138,1838.2068820712425,6,1,4,22,0
92.58445397423004,1954.720236323163,4,2,4,65,0
39.90078180294732,1973.1985704491663,51,2,6,20,0
37.73374882241568,34.72490895285364,22,0,6,44,1
22.207390035855255,1385.2878993369925,17,0,6,77,0
81.85782492708356,1883.2973363631445,72,2,4,40,1
160.4793940729521,1052.4076211700053,44,1,3,1,1
76.28944595653087,332.7287898434656,18,1,4,56,0
19.908489745675823,2420.1992743649853,8,0,2,14,0
182.08566616523996,465.2028156979897,15,0,1,5,0
167.37613294104918,1478.6577512377517,56,2,2,54,0
17.326579699874387,1474.1164844757807,16,0,1,3,0
185.05317953981964,3847.4573126629266,36,2,3,3,0
93.37421974039475,1116.2709730271163,18,1,3,19,0
74.82629898387393,1921.4242983686688,20,1,7,58,0
33.63349408445594,1256.474510092598,12,2,4,9,0
137.0045634601824,4152.662510518498,51,0,3,37,0
11.771235376210058,380.8084669848988,9,1,3,57,1
158.4756828139232,929.6049429119555,52,0,11,29,1
93.91641425886924,1839.0478311626916,40,1,2,22,0
111.0201400287359,3591.628001471067,53,2,5,11,1
148.57369744215475,1270.309525751246,23,2,0,1,0
211.1920986462467,1688.8368360012903,46,2,9,12,1
124.77914828861869,185.44814392832313,9,1,2,29,0
59.648647929084554,1435.1159715677359,0,0,4,24,0
42.21872165596743,2015.9857268353662,38,0,6,14,0
106.47785559111216,1472.706335075245,61,0,9,7,1
38.446655348247674,836.9655449220422,32,1,4,4,0
133.18671784192517,80.5775360244545,14,1,2,2,0
84.00864053738454,1105.1410573030917,27,1,4,102,1
82.95509046055716,1353.8821359937358,63,1,0,38,0
63.447215548680205,1515.473200629458,39,1,3,22,0
161.71669735307432,4208.127604827939,47,0,0,8,0
261.1649816432092,2756.619090167102,113,1,9,31,0
91.56664929716632,1046.1761851922765,17,1,1,1,0
61.48797731054438,843.7790884879571,89,0,9,13,0
95.78891203456732,1059.9915374865193,24,1,1,1,0
72.46559297389601,1060.2693880971792,77,0,7,20,0
170.63695102677596,3998.925955178711,12,0,2,35,1
112.02044950008309,2009.0396417464333,26,2,7,25,1
170.20051788335792,1155.5880116425774,29,2,2,19,0
38.230678109253766,660.2409366943634,17,2,4,74,0
98.13304155942555,1286.7835424150842,13,2,0,42,0
100.7104474231942,1177.9264659038515,19,1,3,25,0
198.86364177124545,106.62638363753052,20,2,2,24,0
56.47440226210216,1343.5492174834635,7,0,5,52,0
105.54585478652521,1009.1257591151054,23,1,1,14,0
84.40088382746248,216.67643918723513,18,2,4,54,0
126.59164617369917,176.95188972474216,6,0,4,42,0
85.69536478654373,7114.906258885602,49,1,7,56,0
115.36360552168722,3280.571087977364,27,1,8,62,0
165.05042310233614,4643.744999666332,46,2,0,2,0
127.8746002109251,2083.765606602612,31,1,0,6,0
6.01750510692969,2546.5790132978136,107,0,4,75,1
137.40460333054983,1704.1265676718253,90,1,10,14,0
126.9419339953194,2793.8958776227114,32,0,2,11,0
289.0682322375478,4577.7448013822195,40,1,4,5,1
60.22562957277235,1253.55880411369,74,2,4,14,0
130.7997637483639,3165.760853263258,7,0,1,36,0
40.53934206758033,2808.8660651123832,9,1,1,32,1
95.1115129908348,718.3751930407266,0,1,6,31,0
41.62415349128365,1266.2936628372565,46,1,0,27,0
72.10170351332388,2665.984853168576,0,0,5,80,1
84.73397697484421,292.3392696438059,12,0,6,58,0
89.37601824142628,4041.4188621394196,25,0,6,49,0
10.045902836442934,2058.878229193605,7,2,2,0,1
111.52549289284033,1712.578847157377,48,2,2,38,0
176.2895863265315,779.5802698198347,38,0,2,4,1
55.45623622499776,946.1393051440668,6,1,6,63,0
59.30920807010035,5347.90303026732,1,2,0,59,1
159.78137760310017,2242.219970593592,48,0,3,39,1
167.9448741568545,315.5120954512962,5,1,2,0,0
106.43913843977933,3606.58555054167,3,2,4,71,1
160.36176025765684,1313.833945095339,9,1,6,34,1
84.88065377239865,34.43002591978342,13,1,2,37,0
75.16052054956984,2364.777188994036,27,1,2,60,0
125.72122252078086,1233.1680607357912,96,1,3,45,0
104.43595457699672,4068.3475476935328,32,2,3,15,0
109.55729574652068,3813.9683452042555,93,2,5,34,1
27.02159046684809,3784.991097708728,10,2,2,45,1
104.72784228431995,2662.7029710847046,39,0,5,54,0
239.88731281406294,4697.229372802799,17,2,2,8,1
41.53789712395999,23.160461025760526,2,1,5,82,1
58.641639902293406,1696.2328513040611,1,2,5,74,0
13.592248506406769,484.5642210464747,47,1,6,18,1
117.7906579023289,522.691732040548,14,0,3,7,1
151.55796324015773,455.1159369883224,7,1,0,10,0
116.06230187422622,3744.6348773675327,22,1,1,10,1
57.1057675462162,2835.1110195726556,20,1,7,67,0
103.61625850390494,4919.483217545781,45,0,3,21,0
50.52530800040944,2416.84130112885,10,2,3,44,1
87.55174475774524,806.9311664731895,0,2,1,30,0
206.31409923957608,3018.33771275102,57,0,1,25,1
99.92239301602471,2206.3979841766813,60,1,1,46,0
45.625577237047246,1905.973339316086,20,2,0,17,0
159.99137164111036,2040.7526366597772,72,0,3,70,0
153.3423100086439,6320.053050772179,77,2,5,76,1
51.51464936720369,393.72811809609743,92,0,4,38,0
97.23543984176393,1363.2612477779335,19,1,0,30,0
35.36423291030856,1514.2935568872074,32,2,1,43,1
31.359237858924395,1534.6550161688665,16,0,3,48,1
75.94265749576748,2433.347175582836,42,2,1,63,1
119.01881994170279,3524.6710706907224,5,2,2,43,1
2.00458820246957,2127.5098945878062,3,2,1,11,0
95.43808853429053,814.0180637254973,15,2,1,16,0
109.4075681754993,1469.5801021499215,17,0,1,12,0
180.79931797245143,1411.0984529838456,22,1,7,43,1
70.47766906948169,342.5319594870708,15,0,7,79,0
131.49413618605297,2567.4910898134144,6,0,3,41,1
142.19898561860504,1425.697915583591,17,0,0,4,0
79.8906394709313,289.39924916872917,5,1,7,61,0
117.05653528144386,1469.1992260542838,55,2,6,7,1
86.64479662529237,1801.3257834254987,32,2,2,34,0
167.27514273470962,4680.973814827693,55,2,3,13,0
250.49599021561218,3484.251561696813,62,1,3,47,1
138.75167436386806,848.1984700208093,31,2,3,51,0
98.62863440029489,2728.4174485503563,2,1,2,47,0
62.17067185384771,1591.991409297938,70,2,14,11,1
3.7160318465952855,2255.9267175520754,8,2,1,17,0
44.79332864649942,1920.0472486100148,16,0,7,84,0
48.97268954165925,2213.1508497761206,33,1,1,30,0
56.97758409434162,1035.7622462064185,14,0,3,10,0
65.33979648515752,779.5480880848474,35,0,10,47,1
59.46496961229259,3640.7477056699163,12,0,2,77,1
101.8896218410358,489.8593839057339,11,1,5,53,0
76.92712231455258,504.5463586308863,16,1,5,67,0
50.760066090842976,1809.2883358223985,20,2,8,95,0
162.92246328574925,4014.1242304532143,37,0,1,7,1
109.58183795233543,2094.4392769035762,24,2,3,30,0
12.157496741760752,2110.8213283894856,4,0,2,23,0
55.95037161520602,3763.7257660119576,29,1,1,36,0
219.14011993587644,3506.555294439115,67,1,5,9,0
80.90052813661617,1720.3449419289964,54,1,1,25,0
